Omega,x_re,x_im,x0,v0,floquet,stable
0.653,2.7601846571345923,-0.018653536097391225,(0.11473339441284706+0.9432601982349078j),(2.351525188483612-0.07387558427957719j),[0.31100095-0.23926024j 1.32271708+1.01759691j],False
0.652,2.7626920787525737,-0.018590530801379575,(0.1146347915808838+0.9441103152310969j),(2.352760423667514-0.0738179098240878j),[0.3090552 -0.2393614j  1.32354336+1.02507641j],False
0.651,2.7651808778298355,-0.018526564405638137,(0.11453484989273773+0.9448938221992369j),(2.3539594951283935-0.07375506294771592j),[0.30711576-0.23945528j 1.32434857+1.0325822j ],False
0.65,2.767651174311708,-0.018461643678754327,(0.11443357054907315+0.9456105149601441j),(2.3551223202014797-0.07368704591027547j),[0.3051827 -0.23954194j 1.32513252+1.04011405j],False
0.649,2.770103087872044,-0.01839577513384128,(0.11433095468978835+0.946260178409256j),(2.3562488166742472-0.07361386019553438j),[0.30325609-0.2396214j  1.32589498+1.04767168j],False
0.648,2.7725367379111225,-0.0183289650232607,(0.11422700339432822+0.9468425864285778j),(2.3573389028018643-0.07353550651566121j),[0.301336  -0.23969372j 1.32663577+1.0552548j ],False
0.647,2.7749522435539125,-0.018261219344109493,(0.11412171768382372+0.9473575017886791j),(2.358392497323254-0.07345198481568163j),[0.29942252-0.23975894j 1.32735465+1.0628631j ],False
0.646,2.777349723648644,-0.018192543844770023,(0.1140150985218296+0.9478046760393213j),(2.359409519477497-0.07336329427645757j),[0.29751573-0.23981712j 1.32805143+1.07049623j],False
0.645,2.7797292967650487,-0.018122944031043833,(0.11390714681577685+0.9481838493856j),(2.360389889019106-0.07326943331688054j),[0.29561571-0.23986829j 1.32872588+1.07815381j],False
0.644,2.7820910811932476,-0.018052425171963767,(0.11379786341803362+0.948494750555797j),(2.3613335262351174-0.07317039959527376j),[0.29372256-0.23991251j 1.3293778 +1.08583543j],False
0.643,2.7844351949418877,-0.01798099230516847,(0.11368724912705064+0.9487370966514156j),(2.362240351959873-0.07306619000953138j),[0.29183637-0.23994982j 1.33000698+1.09354065j],False
0.642,2.786761755737138,-0.01790865024197646,(0.1135753046889893+0.9489105929900331j),(2.3631102875922854-0.07295680069694578j),[0.28995724-0.23998027j 1.3306132 +1.101269j  ],False
0.641,2.789070881019599,-0.017835403566472417,(0.11346203079808437+0.94901493292872j),(2.3639432551104655-0.07284222703208958j),[0.28808527-0.24000392j 1.33119625+1.10901997j],False
0.64,2.7913626879403597,-0.017761256632249253,(0.11334742809822575+0.9490497976790588j),(2.3647391770885564-0.07272246362465855j),[0.28622057-0.24002081j 1.33175591+1.11679303j],False
0.639,2.7936372932988567,-0.017686213570984273,(0.11323149654661276+0.949014855609223j),(2.365497976540971-0.07259750400473085j),[0.28436326-0.240031j   1.33229199+1.12458758j],False
0.638,2.7958948137153845,-0.017610278312730827,(0.11311423717026999+0.9489097633752328j),(2.366219577402025-0.07246734147423167j),[0.28251344-0.24003454j 1.33280428+1.132403j  ],False
0.637,2.7981353654757046,-0.017533454564441643,(0.11299565050644932+0.9487341645094568j),(2.3669039041367337-0.07233196834135762j),[0.28067124-0.24003149j 1.33329255+1.14023865j],False
0.636,2.800359064567359,-0.017455745819482504,(0.11287573699321896+0.9484876894626003j),(2.3675508818549162-0.07219137610331804j),[0.2788368 -0.2400219j  1.33375662+1.14809382j],False
0.635,2.8025660266835026,-0.017377155361515795,(0.11275449702193946+0.9481699553816562j),(2.368160436340965-0.07204555546383797j),[0.27701022-0.24000583j 1.33419627+1.15596777j],False
0.634,2.804756367221415,-0.017297686267209855,(0.11263193093884469+0.9477805658300031j),(2.3687324940692096-0.07189449632460282j),[0.27519166-0.23998335j 1.33461132+1.1638597j ],False
0.633,2.806930201280999,-0.017217341408433215,(0.11250803904534613+0.9473191104908112j),(2.369266982219639-0.07173818777505597j),[0.27338126-0.2399545j  1.33500155+1.17176878j],False
0.632,2.8090876437084917,-0.01713612345929824,(0.11238282160005965+0.9467851651547813j),(2.3697638288268132-0.07157661810343813j),[0.27157915-0.23991935j 1.33536679+1.17969413j],False
0.631,2.8112288092383064,-0.017054034909024938,(0.11225627887328966+0.946178292353702j),(2.3702229632176146-0.07140977487663695j),[0.2697855 -0.23987798j 1.33570681+1.18763481j],False
0.63,2.813353811785904,-0.016971077978082425,(0.11212841110849145+0.9454980362825767j),(2.370644313947743-0.07123764457161331j),[0.26800046-0.23983044j 1.33602146+1.19558983j],False
0.629,2.8154627652680673,-0.01688725472308555,(0.11199921836647934+0.9447439279623083j),(2.371027811266641-0.07106021288955554j),[0.26622418-0.23977681j 1.33631056+1.20355813j],False
0.628,2.8175557833965574,-0.016802567011597838,(0.11186870343907468+0.9439154839352878j),(2.3713733865094997-0.0708774659199156j),[0.26445684-0.23971714j 1.33657393+1.21153865j],False
0.627,2.8196329795154336,-0.016717016493572545,(0.11173686735107946+0.943012204005585j),(2.3716809716462235-0.07068938806292897j),[0.26269862-0.23965153j 1.33681141+1.2195302j ],False
0.626,2.821694466476112,-0.016630604581003215,(0.1116037072906005+0.9420335694672789j),(2.3719504988778906-0.07049596103725625j),[0.26094968-0.23958003j 1.33702284+1.22753157j],False
0.625,2.82374035695003,-0.016543332500792325,(0.11146922332762853+0.9409790460568925j),(2.3721819016338057-0.07029716697468352j),[0.25921023-0.23950273j 1.33720806+1.23554144j],False
0.624,2.8257707632983795,-0.016455201272046843,(0.1113334155023628+0.9398480820533958j),(2.372375114192875-0.07009298705089256j),[0.25748045-0.2394197j  1.33736694+1.24355847j],False
0.623,2.8277857975707725,-0.016366211704808696,(0.11119628382540017+0.9386401077587025j),(2.372530071699215-0.06988340146132892j),[0.25576054-0.23933103j 1.33749933+1.25158123j],False
0.622,2.8297855715041473,-0.01627636439841372,(0.1110578282802866+0.9373545349511384j),(2.3726467101783895-0.06966838939648641j),[0.25405072-0.23923681j 1.33760511+1.2596082j ],False
0.621,2.8317701965199555,-0.016185659734493103,(0.1109180488228929+0.9359907563041302j),(2.3727249665519965-0.06944792901368296j),[0.2523512 -0.23913711j 1.33768415+1.2676378j ],False
0.62,2.833739783721288,-0.016094097870727155,(0.1107769453833738+0.9345481447776093j),(2.3727647786541755-0.06922199740835717j),[0.25066221-0.23903204j 1.33773637+1.27566838j],False
0.619,2.835694443894384,-0.016001678747463294,(0.11063451786728573+0.9330260529722828j),(2.3727660852468304-0.06899057058275604j),[0.24898396-0.23892168j 1.33776166+1.28369818j],False
0.618,2.837634287506019,-0.015908402076050446,(0.1104907661556457+0.9314238124456219j),(2.372728826033892-0.06875362341186352j),[0.24731671-0.23880613j 1.33775993+1.29172537j],False
0.617,2.8395594247029363,-0.01581426733506944,(0.11034569010732155+0.9297407329977527j),(2.3726529416788806-0.06851112960860958j),[0.2456607 -0.23868549j 1.33773112+1.29974801j],False
0.616,2.8414699653098285,-0.015719273766098354,(0.11019928955851643+0.9279761019060494j),(2.372538373817927-0.06826306168469953j),[0.24401619-0.23855987j 1.33767518+1.30776409j],False
0.615,2.8433660188287946,-0.015623420368962906,(0.11005156432451485+0.9261291831274241j),(2.372385065077177-0.06800939091058804j),[0.24238345-0.23842937j 1.33759206+1.31577149j],False
0.614,2.8452476944374845,-0.015526705896287258,(0.10990251420098253+0.9241992164460701j),(2.372192959086287-0.06775008727195474j),[0.24076275-0.23829409j 1.33748175+1.32376795j],False
0.613,2.847115100988145,-0.015429128847382128,(0.10975213896340803+0.9221854165786781j),(2.371962000494567-0.06748511942294103j),[0.23915436-0.23815417j 1.33734423+1.33175116j],False
0.612,2.8489683469944893,-0.015330687459510151,(0.10960043825561233+0.9200869721209749j),(2.3716921349496065-0.06721445458276774j),[0.23755862-0.23800971j 1.3371795 +1.33971864j],False
0.611,2.850807540615687,-0.015231379694733854,(0.10944741145567513+0.9179030444148237j),(2.3713833090677996-0.06693805841884881j),[0.2359758 -0.23786084j 1.33698762+1.34766783j],False
0.61,2.8526327897535646,-0.015131203244646393,(0.10929305865944842+0.9156327673907428j),(2.371035470761084-0.06665589546167588j),[0.23440624-0.23770768j 1.33676862+1.35559602j],False
0.609,2.8544442019398337,-0.015030155510882404,(0.10913737955946862+0.9132752454239073j),(2.3706485689000996-0.06636792850706588j),[0.23285028-0.23755038j 1.33652257+1.36350039j],False
0.608,2.8562418843732753,-0.014928233595410276,(0.10898037383090024+0.9108295524913709j),(2.370222553449167-0.06607411873744985j),[0.23130825-0.23738906j 1.33624956+1.37137795j],False
0.607,2.858025943865828,-0.01482543428262941,(0.10882204188889293+0.9082947304582705j),(2.369757375243132-0.06577442593234052j),[0.22978051-0.23722387j 1.33594973+1.3792256j ],False
0.606,2.859796486975691,-0.014721754047449914,(0.10866238297987658+0.9056697888876788j),(2.369252986607315-0.06546880769211312j),[0.22826745-0.23705495j 1.3356232 +1.38704007j],False
0.605,2.8615536199158322,-0.014617189030367475,(0.10850139643858986+0.9029537028558386j),(2.3687093409683464-0.06515721982575713j),[0.22676943-0.23688245j 1.33527015+1.39481793j],False
0.604,2.8632974485403206,-0.014511735022612132,(0.10833908188164836+0.9001454113343837j),(2.3681263928109244-0.06483961633872673j),[0.22528689-0.23670654j 1.33489077+1.40255558j],False
0.603,2.865028078363923,-0.014405387454842862,(0.10817543891225441+0.8972438157669498j),(2.3675040977861066-0.06451594923611764j),[0.22382022-0.23652739j 1.33448528+1.41024927j],False
0.602,2.8667456145607555,-0.014298141381675449,(0.10801046712106387+0.8942477783669895j),(2.3668424127256915-0.06418616842912052j),[0.22236989-0.23634515j 1.33405393+1.41789505j],False
0.601,2.8684501619623703,-0.014189991463036079,(0.10784416608649175+0.8911561203057609j),(2.3661412956560484-0.06385022163480791j),[0.22093634-0.23616j    1.33359703+1.42548876j],False
0.6,2.870141825054574,-0.01408093194185835,(0.10767653537655396+0.887967619785396j),(2.365400705812505-0.06350805426981214j),[0.21952006-0.23597214j 1.33311488+1.43302608j],False
0.599,2.8718207079786104,-0.013970956632280637,(0.10750757454766682+0.8846810099849544j),(2.3646206036534685-0.06315960933533976j),[0.21812154-0.23578175j 1.33260784+1.44050243j],False
0.598,2.8734869145290842,-0.013860058893635712,(0.10733728314767618+0.8812949768709089j),(2.3638009508741944-0.06280482729591452j),[0.21674129-0.23558901j 1.33207632+1.44791305j],False
0.597,2.8751405481528174,-0.013748231607853125,(0.10716566071449049+0.8778081568604296j),(2.362941710420701-0.062443645947738186j),[0.21537988-0.23539416j 1.33152074+1.45525292j],False
0.596,2.8767817119474324,-0.013635467155495025,(0.1069927067779839+0.8742191343259027j),(2.362042846503266-0.06207600027903591j),[0.21403788-0.23519739j 1.33094156+1.46251679j],False
0.595,2.878410508660298,-0.0135217573898425,(0.10681842086211875+0.870526438929242j),(2.3611043246105257-0.06170182232048972j),[0.21271585-0.23499892j 1.33033932+1.46969913j],False
0.594,2.8800270406870863,-0.013407093608801615,(0.10664280248137734+0.8667285427665254j),(2.36012611152255-0.06132104098226491j),[0.21141445-0.23479898j 1.32971459+1.47679416j],False
0.593,2.8816314100542817,-0.01329146652222735,(0.10646585118821626+0.8628238571508198j),(2.359108175257931-0.060933581888122826j),[0.21013432-0.23459781j 1.32906794+1.48379579j],False
0.592,2.8832237184972245,-0.013174866232585089,(0.10628756707769617+0.8588107302759905j),(2.3580504854181483-0.060539367447441775j),[0.20887616-0.23439566j 1.32840004+1.49069765j],False
0.591,2.8848040676208075,-0.013057282231568915,(0.10610795352338767+0.8546874460512437j),(2.356953013909114-0.06013831785943953j),[0.20764067-0.23419279j 1.32771156+1.4974931j ],False
0.59,2.8863725581551103,-0.012938703214769708,(0.10592700614720707+0.8504522101594597j),(2.355815731789969-0.05973034596004397j),[0.20642863-0.23398946j 1.32700329+1.50417503j],False
0.589,2.887929290723075,-0.012819117193601818,(0.10574472450489406+0.8461031564662919j),(2.354638612537966-0.059315362218682416j),[0.20524082-0.23378596j 1.32627602+1.51073607j],False
0.588,2.8894743655696318,-0.01269851139584359,(0.1055611079572058+0.8416383390323317j),(2.3534216309411997-0.058893272641909876j),[0.20407808-0.23358255j 1.32553063+1.51716842j],False
0.587,2.891007882585265,-0.012576872221306538,(0.10537615593558412+0.8370557276623242j),(2.352164763195054-0.05846397862221914j),[0.20294131-0.23337955j 1.32476805+1.52346393j],False
0.586,2.892529941332361,-0.012454185194622606,(0.10518986822157295+0.8323532031239056j),(2.350867987010692-0.05802737676936598j),[0.20183144-0.23317727j 1.32398923+1.52961401j],False
0.585,2.8940406409874986,-0.012330434898174578,(0.10500224436436924+0.8275285510495474j),(2.349531281435832-0.05758335833185218j),[0.20074944-0.23297603j 1.32319524+1.53560961j],False
0.584,2.895540080363074,-0.012205604914576383,(0.1048132839156236+0.822579456233046j),(2.3481546269449116-0.05713180895878585j),[0.19969637-0.23277616j 1.32238717+1.54144122j],False
0.583,2.8970283579055125,-0.012079677759381385,(0.10462298643068442+0.8175034961815787j),(2.3467380054496485-0.05667260832664475j),[0.19867331-0.23257802j 1.3215662 +1.54709882j],False
0.582,2.898505571694132,-0.011952634807819442,(0.10443135146845221+0.8122981341257699j),(2.3452814003121083-0.05620562973345406j),[0.19768144-0.23238196j 1.32073355+1.55257188j],False
0.581,2.899971819440064,-0.011824456214869657,(0.10423837859372637+0.8069607114250339j),(2.3437847963582303-0.05573073965806051j),[0.196722  -0.23218837j 1.31989054+1.55784927j],False
0.58,2.9014271984831717,-0.011695120824855326,(0.10404406737510828+0.8014884392931126j),(2.342248179888781-0.05524779727734417j),[0.1957963 -0.23199762j 1.31903852+1.56291926j],False
0.579,2.9028718057917455,-0.011564606079485095,(0.10384841738771716+0.7958783897813176j),(2.3406715386913874-0.05475665394109652j),[0.19490573-0.23181015j 1.31817895+1.5677695j ],False
0.578,2.9043057379614945,-0.011432887912396316,(0.10365142821413031+0.7901274859312278j),(2.3390548620525595-0.05425715259691314j),[0.19405179-0.23162636j 1.31731332+1.57238694j],False
0.577,2.905729091214287,-0.011299940633813454,(0.10345309944337046+0.7842324910022312j),(2.3373981407700017-0.053749127159277724j),[0.19323605-0.2314467j  1.31644321+1.57675778j],False
0.576,2.9071419613966345,-0.011165736804969881,(0.10325343067237723+0.7781899966622731j),(2.3357013671637974-0.053232401817810734j),[0.1924602 -0.23127162j 1.31557029+1.58086749j],False
0.575,2.908544443978599,-0.011030247099734682,(0.10305242150769613+0.7719964100220008j),(2.333964535088265-0.05270679027661713j),[0.19172606-0.2311016j  1.31469626+1.58470063j],False
0.574,2.909936634052225,-0.010893440151790057,(0.10285007156452843+0.7656479393640709j),(2.332187639942499-0.05217209491481131j),[0.19103556-0.23093714j 1.31382288+1.58824093j],False
0.573,2.9113186263306385,-0.010755282385976055,(0.10264638046841032+0.759140578413446j),(2.330370678682523-0.05162810586090302j),[0.19039078-0.23077875j 1.31295203+1.59147111j],False
0.572,2.912690515146449,-0.010615737831203538,(0.10244134785538934+0.7524700889516663j),(2.3285136498321273-0.05107459996761023j),[0.18979394-0.23062695j 1.3120856 +1.59437287j],False
0.571,2.9140523944505983,-0.010474767912844329,(0.10223497337380877+0.7456319815628186j),(2.3266165534941603-0.05051133967546201j),[0.18924743-0.2304823j 1.31122556+1.5969268j],False
0.57,2.9154043578095017,-0.010332331219840476,(0.10202725668472058+0.7386214942503331j),(2.324679391359489-0.04993807174836381j),[0.18875383-0.23034538j 1.31037391+1.59911228j],False
0.569,2.916746498404677,-0.010188383248352199,(0.10181819746124512+0.7314335686504638j),(2.3227021667202936-0.04935452586490207j),[0.18831595-0.23021678j 1.30953272+1.6009074j ],False
0.568,2.9180789090162573,-0.010042876110914202,(0.1016077952168615+0.7240628232748002j),(2.320684884424546-0.04876041297465725j),[0.18793678-0.2300971j  1.30870406+1.60228883j],False
0.567,2.9194016820403186,-0.009895758216069283,(0.10139604951928953+0.7165035240287398j),(2.3186275509517587-0.04815542362091993j),[0.18761961-0.22998699j 1.30789005+1.60323171j],False
0.566,2.920714909511969,-0.009746973910331937,(0.10118296026886979+0.7087495511962653j),(2.316530174512115-0.047539226067690434j),[0.18736796-0.2298871j  1.30709281+1.60370955j],False
0.565,2.922018683057906,-0.00959646305894584,(0.10096852717100686+0.7007943612885599j),(2.3143927648915184-0.046911463853381026j),[0.1871857 -0.22979812j 1.30631442+1.60369404j],False
0.564,2.9233130939128573,-0.00944416058559432,(0.10075274994603724+0.6926309448725222j),(2.3122153335251507-0.046271753347306495j),[0.18707704-0.22972071j 1.30555695+1.6031549j ],False
0.563,2.924598232918336,-0.009289995945742702,(0.10053562832643995+0.6842517785108149j),(2.309997893506786-0.04561968088042162j),[0.18704658-0.22965561j 1.30482243+1.60205966j],False
0.562,2.925874190521518,-0.009133892526490642,(0.10031716205906313+0.6756487701042005j),(2.307740459599714-0.04495479947979584j),[0.18709937-0.22960352j 1.30411273+1.60037351j],False
0.561,2.927141056773193,-0.008975766959169454,(0.10009735090636229+0.6668131964678389j),(2.3054430482431587-0.0442766251337976j),[0.18724095-0.2295652j  1.30342965+1.59805903j],False
0.56,2.928398921326588,-0.008815528330300498,(0.09987619464415165+0.6577356317820899j),(2.303105677563909-0.04358463250515788j),[0.18747742-0.22954138j 1.30277478+1.59507591j],False
0.559,2.9296478734345985,-0.008653077270376893,(0.09965369306784604+0.6484058651927568j),(2.3007283673832952-0.04287824999021539j),[0.18781554-0.22953281j 1.30214946+1.59138062j],False
0.558,2.930888001950396,-0.008488304900322275,(0.09942984598705193+0.6388128055002926j),(2.298311139227351-0.042156853993466754j),[0.18826281-0.22954021j 1.30155474+1.58692609j],False
0.557,2.9321193953654245,-0.008321091612967551,(0.09920465381592869+0.6289443712564612j),(2.295854016550251-0.04141976248941532j),[0.18882752-0.22956432j 1.30099125+1.58166128j],False
0.556,2.9333421419521337,-0.008151305675762154,(0.09897811955819083+0.618787364624677j),(2.293357025521703-0.04066622797876243j),[0.18951899-0.22960586j 1.30045902+1.57553075j],False
0.555,2.9345563291357397,-0.00797880135936886,(0.09875023987068227+0.6083273051058575j),(2.2908201916853734-0.03989542491437564j),[0.19034766-0.22966543j 1.29995764+1.56847389j],False
0.554,2.9357620441523826,-0.007803417113326035,(0.09852101470645906+0.5975482641815981j),(2.288243543475224-0.039106442511727756j),[0.19132523-0.22974362j 1.29948582+1.56042449j],False
0.553,2.9369593738484467,-0.007624973115981265,(0.09829044401645093+0.586432646611524j),(2.285627111151083-0.038298270574920044j),[0.19246497-0.22984089j 1.29904127+1.55130981j],False
0.552,2.9381484046454256,-0.007443268389657028,(0.09805852770934677+0.5749609330889387j),(2.282970926661641-0.03746978391885433j),[0.19378196-0.22995757j 1.29862046+1.54104971j],False
0.551,2.939329222539295,-0.007258077319173997,(0.09782526551718006+0.5631113699949947j),(2.2802750236654377-0.03661972355007124j),[0.19529334-0.23009381j 1.29821837+1.5295555j ],False
0.55,2.9405019131552557,-0.007069145414554666,(0.09759065770822971+0.5508595923836025j),(2.2775394377361335-0.03574667399442441j),[0.1970189 -0.23024946j 1.29782796+1.5167285j ],False
0.549,2.941666561684354,-0.006876184060000032,(0.09735470431954503+0.5381781582728739j),(2.2747642061552416-0.03484903482834018j),[0.19898142-0.23042403j 1.29743988+1.50245845j],False
0.548,2.9428232529126044,-0.006678864007616451,(0.09711740588545391+0.5250359721618069j),(2.271949368040981-0.033924985829318424j),[0.20120742-0.23061652j 1.29704169+1.48662134j],False
0.547,2.9439720711969444,-0.006476807167050723,(0.09687876226514539+0.5113975593772804j),(2.269094964232852-0.03297244254728809j),[0.20372796-0.23082527j 1.29661713+1.46907676j],False
0.546,2.945113100477137,-0.0062695761652943865,(0.09663877334169525+0.4972221449466973j),(2.2662010373711436-0.03198900038411337j),[0.20657976-0.23104773j 1.29614508+1.44966467j],False
0.545,2.946246424271295,-0.006056660853070797,(0.09639743934817085+0.482462465972122j),(2.2632676319577647-0.03097186225471075j),[0.20980658-0.23128003j 1.29559819+1.42820097j],False
0.544,2.9473721256993315,-0.0058374606176576135,(0.09615476024609679+0.46706321558181524j),(2.260294794217707-0.02991774347026683j),[0.2134612 -0.23151658j 1.29494083+1.40447195j],False
0.543,2.9484902874392054,-0.005611260740536748,(0.09591073631703964+0.45095897233489746j),(2.257282572288552-0.028822745339527188j),[0.21760791-0.23174935j 1.29412683+1.37822678j],False
0.542,2.9496009917536212,-0.005377200246450213,(0.0956653677728689+0.43407138447249966j),(2.2542310161085926-0.027682182836732742j),[0.22232622-0.23196679j 1.29309569+1.34916729j],False
0.541,2.950704320482205,-0.005134227094697229,(0.09541865485477373+0.4163052564572026j),(2.2511401774543156-0.026490344961347348j),[0.22771595-0.23215228j 1.29176758+1.31693369j],False
0.54,2.9518003550407155,-0.004881034082352088,(0.09517059783513962+0.3975429615024561j),(2.2480101099496723-0.025240152185429146j),[0.23390474-0.23228164j 1.29003586+1.28108418j],False
0.539,2.9528891763893723,-0.004615964223288778,(0.09492119658163728+0.3776362098567124j),(2.244840868970999-0.023922651164296253j),[0.24105944-0.23231919j 1.28775575+1.24106471j],False
0.538,2.953970865102337,-0.0043368657857636005,(0.09467045153143851+0.35639346249284437j),(2.2416325118955243-0.022526241601737298j),[0.24940409-0.23221115j 1.28472643+1.19616246j],False
0.537,2.9550455013175143,-0.004040859716095458,(0.0944183629680515+0.3335597789525624j),(2.2383850979436093-0.021035436609144417j),[0.25924926-0.23187394j 1.28066169+1.14543071j],False
0.536,2.9561131647438397,-0.003723944706955369,(0.094164931088438+0.3087826664305745j),(2.235098688218883-0.0194287599160224j),[0.27104405-0.23117237j 1.27513803+1.08756009j],False
0.535,2.957173933289266,-0.0033802746613052687,(0.09391015399584678+0.28154972939064876j),(2.231773337735282-0.017674902239633895j),[0.28547383-0.22987496j 1.26749794+1.02064015j],False
0.534,2.958227888461253,-0.0030007060230486347,(0.09365403583997237+0.25106355853488677j),(2.228409126789289-0.015725002211339635j),[0.30366579-0.22755407j 1.25664074+0.94167248j],False
0.533,2.959275107447144,-0.002569415392253455,(0.09339657444071951+0.21595106365912367j),(2.2250061150335-0.013494688152373696j),[0.32768865-0.22331723j 1.24052823+0.84541024j],False
0.532,2.960315665419046,-0.0020541213912954773,(0.09313778076405496+0.17342497295555265j),(2.22156435457682-0.010812221742519501j),[0.36208448-0.21489483j 1.21465154+0.72088793j],False
0.531,2.9613496450064067,-0.0013627173788236442,(0.09287763166155864+0.11557384374102574j),(2.218083945851798-0.0071887583367535824j),[0.42123321-0.19352141j 1.16466012+0.53506385j],False
0.53,2.9618104370800973,2.4133054735938695e-102,(0.15195998595926416-3.439012416413069e-101j),(2.2108823381502885+3.3860377128318483e-102j),[0.44776768+1.85101581e-99j 1.32559024-5.47982490e-99j],False
